Mortgage Type,ARM / Seasoned,3/1,5/1,7/1,10/1,Measure,Agency,Date
ARMS/HYBRIDS,0,0,0,*,0,AVERAGE PRICE,FHLMC,20190314
ARMS/HYBRIDS,0,0,0,*,0,WEIGHTED AVG. PRICE,FHLMC,20190314
ARMS/HYBRIDS,0,0,0,*,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190314
ARMS/HYBRIDS,0,0,0,*,0,2ND QUARTILE PRICE,FHLMC,20190314
ARMS/HYBRIDS,0,0,0,*,0,3RD QUARTILE PRICE,FHLMC,20190314
ARMS/HYBRIDS,0,0,0,*,0,4TH QUARTILE PRICE,FHLMC,20190314
ARMS/HYBRIDS,0,0,0,*,0,AVG. PRICE TOP 5 TRADES,FHLMC,20190314
ARMS/HYBRIDS,0,0,0,*,0,STANDARD DEVIATION,FHLMC,20190314
ARMS/HYBRIDS,0,0,0,*,0,VOLUME OF TRADES (000'S),FHLMC,20190314
ARMS/HYBRIDS,0,0,0,*,0,NUMBER OF TRADES,FHLMC,20190314
ARMS/HYBRIDS,102.4,*,101.9,0,0,AVERAGE PRICE,GNMA,20190314
ARMS/HYBRIDS,102.5,*,101.4,0,0,WEIGHTED AVG. PRICE,GNMA,20190314
ARMS/HYBRIDS,97.9,*,101.9,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190314
ARMS/HYBRIDS,102.5,*,*,0,0,2ND QUARTILE PRICE,GNMA,20190314
ARMS/HYBRIDS,102.5,*,*,0,0,3RD QUARTILE PRICE,GNMA,20190314
ARMS/HYBRIDS,102.5,*,*,0,0,4TH QUARTILE PRICE,GNMA,20190314
ARMS/HYBRIDS,102.5,*,101.9,0,0,AVG. PRICE TOP 5 TRADES,GNMA,20190314
ARMS/HYBRIDS,1.4,*,1,0,0,STANDARD DEVIATION,GNMA,20190314
ARMS/HYBRIDS,44710.9,*,4559.7,0,0,VOLUME OF TRADES (000'S),GNMA,20190314
ARMS/HYBRIDS,302,*,13,0,0,NUMBER OF TRADES,GNMA,20190314
ARMS/HYBRIDS,101.4,0,*,101.3,*,AVERAGE PRICE,FNMA,20190315
ARMS/HYBRIDS,102.5,0,*,100.8,*,WEIGHTED AVG. PRICE,FNMA,20190315
ARMS/HYBRIDS,93.3,0,*,101,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190315
ARMS/HYBRIDS,102.1,0,*,100.4,*,2ND QUARTILE PRICE,FNMA,20190315
ARMS/HYBRIDS,102.3,0,*,102,*,3RD QUARTILE PRICE,FNMA,20190315
ARMS/HYBRIDS,102.8,0,*,102.4,*,4TH QUARTILE PRICE,FNMA,20190315
ARMS/HYBRIDS,102.7,0,*,102.2,*,AVG. PRICE TOP 5 TRADES,FNMA,20190315
ARMS/HYBRIDS,3.6,0,*,1,*,STANDARD DEVIATION,FNMA,20190315
ARMS/HYBRIDS,1686,0,*,178591.4,*,VOLUME OF TRADES (000'S),FNMA,20190315
ARMS/HYBRIDS,53,0,*,9,*,NUMBER OF TRADES,FNMA,20190315
ARMS/HYBRIDS,102.2,0,*,100.4,*,AVERAGE PRICE,FHLMC,20190315
ARMS/HYBRIDS,102.6,0,*,100.2,*,WEIGHTED AVG. PRICE,FHLMC,20190315
ARMS/HYBRIDS,100,0,*,99.7,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190315
ARMS/HYBRIDS,102.1,0,*,100.2,*,2ND QUARTILE PRICE,FHLMC,20190315
ARMS/HYBRIDS,102.3,0,*,100.2,*,3RD QUARTILE PRICE,FHLMC,20190315
ARMS/HYBRIDS,102.4,0,*,102.1,*,4TH QUARTILE PRICE,FHLMC,20190315
ARMS/HYBRIDS,104.6,0,*,101.4,*,AVG. PRICE TOP 5 TRADES,FHLMC,20190315
ARMS/HYBRIDS,1,0,*,1.2,*,STANDARD DEVIATION,FHLMC,20190315
ARMS/HYBRIDS,23781.4,0,*,58728.2,*,VOLUME OF TRADES (000'S),FHLMC,20190315
ARMS/HYBRIDS,62,0,*,17,*,NUMBER OF TRADES,FHLMC,20190315
ARMS/HYBRIDS,101.5,99.3,101.7,0,0,AVERAGE PRICE,GNMA,20190315
ARMS/HYBRIDS,101,99.3,102.4,0,0,WEIGHTED AVG. PRICE,GNMA,20190315
ARMS/HYBRIDS,100.7,99.1,100.9,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190315
ARMS/HYBRIDS,102.1,99.1,101.8,0,0,2ND QUARTILE PRICE,GNMA,20190315
ARMS/HYBRIDS,102.3,99.3,101.8,0,0,3RD QUARTILE PRICE,GNMA,20190315
ARMS/HYBRIDS,103.2,99.4,102.8,0,0,4TH QUARTILE PRICE,GNMA,20190315
ARMS/HYBRIDS,102.6,99.5,102.6,0,0,AVG. PRICE TOP 5 TRADES,GNMA,20190315
ARMS/HYBRIDS,2.4,0.4,1.2,0,0,STANDARD DEVIATION,GNMA,20190315
ARMS/HYBRIDS,24.2,17239.6,39899.5,0,0,VOLUME OF TRADES (000'S),GNMA,20190315
ARMS/HYBRIDS,10,8,13,0,0,NUMBER OF TRADES,GNMA,20190315
ARMS/HYBRIDS,102.9,0,*,101.9,99.9,AVERAGE PRICE,FNMA,20190318
ARMS/HYBRIDS,103.5,0,*,102,100.4,WEIGHTED AVG. PRICE,FNMA,20190318
ARMS/HYBRIDS,102.9,0,*,101.9,99.9,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190318
ARMS/HYBRIDS,*,0,*,*,*,2ND QUARTILE PRICE,FNMA,20190318
ARMS/HYBRIDS,*,0,*,*,*,3RD QUARTILE PRICE,FNMA,20190318
ARMS/HYBRIDS,*,0,*,*,*,4TH QUARTILE PRICE,FNMA,20190318
ARMS/HYBRIDS,102.9,0,*,101.9,99.9,AVG. PRICE TOP 5 TRADES,FNMA,20190318
ARMS/HYBRIDS,0.3,0,*,1.2,1.1,STANDARD DEVIATION,FNMA,20190318
ARMS/HYBRIDS,2551.1,0,*,12850.9,79668.6,VOLUME OF TRADES (000'S),FNMA,20190318
ARMS/HYBRIDS,21,0,*,6,5,NUMBER OF TRADES,FNMA,20190318
ARMS/HYBRIDS,103.7,0,103.1,101.9,*,AVERAGE PRICE,FHLMC,20190318
ARMS/HYBRIDS,103.7,0,102.8,101,*,WEIGHTED AVG. PRICE,FHLMC,20190318
ARMS/HYBRIDS,103.7,0,103.1,101.1,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190318
ARMS/HYBRIDS,103.7,0,*,100.3,*,2ND QUARTILE PRICE,FHLMC,20190318
ARMS/HYBRIDS,103.7,0,*,102.2,*,3RD QUARTILE PRICE,FHLMC,20190318
ARMS/HYBRIDS,103.7,0,*,103.7,*,4TH QUARTILE PRICE,FHLMC,20190318
ARMS/HYBRIDS,103.8,0,103.1,103.1,*,AVG. PRICE TOP 5 TRADES,FHLMC,20190318
ARMS/HYBRIDS,0.2,0,1.4,1.6,*,STANDARD DEVIATION,FHLMC,20190318
ARMS/HYBRIDS,23797.6,0,44738.1,38282.5,*,VOLUME OF TRADES (000'S),FHLMC,20190318
ARMS/HYBRIDS,94,0,10,11,*,NUMBER OF TRADES,FHLMC,20190318
ARMS/HYBRIDS,102.1,99.7,101.6,0,0,AVERAGE PRICE,GNMA,20190318
ARMS/HYBRIDS,102.3,99.6,102.3,0,0,WEIGHTED AVG. PRICE,GNMA,20190318
ARMS/HYBRIDS,102.1,99.5,100.9,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190318
ARMS/HYBRIDS,*,99.1,101.8,0,0,2ND QUARTILE PRICE,GNMA,20190318
ARMS/HYBRIDS,*,100.2,102.6,0,0,3RD QUARTILE PRICE,GNMA,20190318
ARMS/HYBRIDS,*,101.3,102.8,0,0,4TH QUARTILE PRICE,GNMA,20190318
ARMS/HYBRIDS,102.1,99.9,102.6,0,0,AVG. PRICE TOP 5 TRADES,GNMA,20190318
ARMS/HYBRIDS,0.3,0.9,1.6,0,0,STANDARD DEVIATION,GNMA,20190318
ARMS/HYBRIDS,3875,11231.5,22766,0,0,VOLUME OF TRADES (000'S),GNMA,20190318
ARMS/HYBRIDS,5,7,8,0,0,NUMBER OF TRADES,GNMA,20190318
ARMS/HYBRIDS,103.4,0,102.5,100.9,99.7,AVERAGE PRICE,FNMA,20190319
ARMS/HYBRIDS,103.7,0,101.9,101.1,100.1,WEIGHTED AVG. PRICE,FNMA,20190319
ARMS/HYBRIDS,101.9,0,102.5,100.3,99.1,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190319
ARMS/HYBRIDS,102.5,0,*,100.5,99.5,2ND QUARTILE PRICE,FNMA,20190319
ARMS/HYBRIDS,103.8,0,*,101.5,99.7,3RD QUARTILE PRICE,FNMA,20190319
ARMS/HYBRIDS,104.4,0,*,101.9,99.9,4TH QUARTILE PRICE,FNMA,20190319
ARMS/HYBRIDS,104.4,0,102.5,101.7,100.6,AVG. PRICE TOP 5 TRADES,FNMA,20190319
ARMS/HYBRIDS,1.2,0,1.8,0.9,0.6,STANDARD DEVIATION,FNMA,20190319
ARMS/HYBRIDS,890.3,0,9172,123816.6,76545.3,VOLUME OF TRADES (000'S),FNMA,20190319
ARMS/HYBRIDS,16,0,5,10,25,NUMBER OF TRADES,FNMA,20190319
ARMS/HYBRIDS,*,0,101.8,100.5,*,AVERAGE PRICE,FHLMC,20190319
ARMS/HYBRIDS,*,0,101.8,100.8,*,WEIGHTED AVG. PRICE,FHLMC,20190319
ARMS/HYBRIDS,*,0,101.5,100.5,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190319
ARMS/HYBRIDS,*,0,101,*,*,2ND QUARTILE PRICE,FHLMC,20190319
ARMS/HYBRIDS,*,0,103.5,*,*,3RD QUARTILE PRICE,FHLMC,20190319
ARMS/HYBRIDS,*,0,103.6,*,*,4TH QUARTILE PRICE,FHLMC,20190319
ARMS/HYBRIDS,*,0,102.2,100.5,*,AVG. PRICE TOP 5 TRADES,FHLMC,20190319
ARMS/HYBRIDS,*,0,1.6,0.3,*,STANDARD DEVIATION,FHLMC,20190319
ARMS/HYBRIDS,*,0,27677.2,92557.6,*,VOLUME OF TRADES (000'S),FHLMC,20190319
ARMS/HYBRIDS,*,0,6,17,*,NUMBER OF TRADES,FHLMC,20190319
ARMS/HYBRIDS,102.3,*,101.9,0,0,AVERAGE PRICE,GNMA,20190319
ARMS/HYBRIDS,102.9,*,102.6,0,0,WEIGHTED AVG. PRICE,GNMA,20190319
ARMS/HYBRIDS,101.9,*,100.4,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190319
ARMS/HYBRIDS,101.8,*,101.7,0,0,2ND QUARTILE PRICE,GNMA,20190319
ARMS/HYBRIDS,102.6,*,102.8,0,0,3RD QUARTILE PRICE,GNMA,20190319
ARMS/HYBRIDS,102.7,*,102.9,0,0,4TH QUARTILE PRICE,GNMA,20190319
ARMS/HYBRIDS,102.8,*,102.9,0,0,AVG. PRICE TOP 5 TRADES,GNMA,20190319
ARMS/HYBRIDS,0.6,*,1.4,0,0,STANDARD DEVIATION,GNMA,20190319
ARMS/HYBRIDS,5461,*,18494.3,0,0,VOLUME OF TRADES (000'S),GNMA,20190319
ARMS/HYBRIDS,11,*,21,0,0,NUMBER OF TRADES,GNMA,20190319
ARMS/HYBRIDS,93.8,0,101.5,101.3,100.3,AVERAGE PRICE,FNMA,20190320
ARMS/HYBRIDS,99.6,0,101.6,101.5,100.6,WEIGHTED AVG. PRICE,FNMA,20190320
ARMS/HYBRIDS,93.8,0,101.5,100.8,99.6,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190320
ARMS/HYBRIDS,*,0,*,100.9,99.8,2ND QUARTILE PRICE,FNMA,20190320
ARMS/HYBRIDS,*,0,*,101.5,99.8,3RD QUARTILE PRICE,FNMA,20190320
ARMS/HYBRIDS,*,0,*,102,101.9,4TH QUARTILE PRICE,FNMA,20190320
ARMS/HYBRIDS,93.8,0,101.5,102.1,101.3,AVG. PRICE TOP 5 TRADES,FNMA,20190320
ARMS/HYBRIDS,3.9,0,1,0.7,1.1,STANDARD DEVIATION,FNMA,20190320
ARMS/HYBRIDS,32.3,0,19241.6,224983.1,119633.9,VOLUME OF TRADES (000'S),FNMA,20190320
ARMS/HYBRIDS,7,0,5,13,13,NUMBER OF TRADES,FNMA,20190320
ARMS/HYBRIDS,91.5,0,*,*,*,AVERAGE PRICE,FHLMC,20190320
ARMS/HYBRIDS,97.2,0,*,*,*,WEIGHTED AVG. PRICE,FHLMC,20190320
ARMS/HYBRIDS,90.7,0,*,*,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190320
ARMS/HYBRIDS,90,0,*,*,*,2ND QUARTILE PRICE,FHLMC,20190320
ARMS/HYBRIDS,90,0,*,*,*,3RD QUARTILE PRICE,FHLMC,20190320
ARMS/HYBRIDS,92.3,0,*,*,*,4TH QUARTILE PRICE,FHLMC,20190320
ARMS/HYBRIDS,94,0,*,*,*,AVG. PRICE TOP 5 TRADES,FHLMC,20190320
ARMS/HYBRIDS,3.2,0,*,*,*,STANDARD DEVIATION,FHLMC,20190320
ARMS/HYBRIDS,43.4,0,*,*,*,VOLUME OF TRADES (000'S),FHLMC,20190320
ARMS/HYBRIDS,21,0,*,*,*,NUMBER OF TRADES,FHLMC,20190320
ARMS/HYBRIDS,*,98.9,101.5,0,0,AVERAGE PRICE,GNMA,20190320
ARMS/HYBRIDS,*,99.1,101.8,0,0,WEIGHTED AVG. PRICE,GNMA,20190320
ARMS/HYBRIDS,*,98.9,99.8,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190320
ARMS/HYBRIDS,*,*,101.6,0,0,2ND QUARTILE PRICE,GNMA,20190320
ARMS/HYBRIDS,*,*,101.7,0,0,3RD QUARTILE PRICE,GNMA,20190320
ARMS/HYBRIDS,*,*,102.8,0,0,4TH QUARTILE PRICE,GNMA,20190320
ARMS/HYBRIDS,*,98.9,102.9,0,0,AVG. PRICE TOP 5 TRADES,GNMA,20190320
ARMS/HYBRIDS,*,0.8,1.4,0,0,STANDARD DEVIATION,GNMA,20190320
ARMS/HYBRIDS,*,3142.1,23975.6,0,0,VOLUME OF TRADES (000'S),GNMA,20190320
ARMS/HYBRIDS,*,5,22,0,0,NUMBER OF TRADES,GNMA,20190320
ARMS/HYBRIDS,95.2,0,100.1,100.9,100.3,AVERAGE PRICE,FNMA,20190321
ARMS/HYBRIDS,103.5,0,100.6,100.9,100.2,WEIGHTED AVG. PRICE,FNMA,20190321
ARMS/HYBRIDS,94.1,0,100.1,100.5,100.3,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190321
ARMS/HYBRIDS,88,0,*,100.1,*,2ND QUARTILE PRICE,FNMA,20190321
ARMS/HYBRIDS,102.5,0,*,101.8,*,3RD QUARTILE PRICE,FNMA,20190321
ARMS/HYBRIDS,102.6,0,*,103,*,4TH QUARTILE PRICE,FNMA,20190321
ARMS/HYBRIDS,100.9,0,100.1,101.2,100.3,AVG. PRICE TOP 5 TRADES,FNMA,20190321
ARMS/HYBRIDS,7.5,0,0.6,1.2,1,STANDARD DEVIATION,FNMA,20190321
ARMS/HYBRIDS,1331.6,0,9715.2,172928.3,11052.9,VOLUME OF TRADES (000'S),FNMA,20190321
ARMS/HYBRIDS,9,0,11,6,5,NUMBER OF TRADES,FNMA,20190321
ARMS/HYBRIDS,103.3,103.7,*,100.2,0,AVERAGE PRICE,FHLMC,20190321
ARMS/HYBRIDS,103.6,103.7,*,100.5,0,WEIGHTED AVG. PRICE,FHLMC,20190321
ARMS/HYBRIDS,103.2,103.7,*,100.2,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190321
ARMS/HYBRIDS,103.6,*,*,*,0,2ND QUARTILE PRICE,FHLMC,20190321
ARMS/HYBRIDS,103.6,*,*,*,0,3RD QUARTILE PRICE,FHLMC,20190321
ARMS/HYBRIDS,103.7,*,*,*,0,4TH QUARTILE PRICE,FHLMC,20190321
ARMS/HYBRIDS,103.5,103.7,*,100.2,0,AVG. PRICE TOP 5 TRADES,FHLMC,20190321
ARMS/HYBRIDS,0.7,0.1,*,0.6,0,STANDARD DEVIATION,FHLMC,20190321
ARMS/HYBRIDS,21886.5,40333.1,*,55363.2,0,VOLUME OF TRADES (000'S),FHLMC,20190321
ARMS/HYBRIDS,9,10,*,5,0,NUMBER OF TRADES,FHLMC,20190321
ARMS/HYBRIDS,102.3,99.6,102.3,0,0,AVERAGE PRICE,GNMA,20190321
ARMS/HYBRIDS,102.3,99.7,102.1,0,0,WEIGHTED AVG. PRICE,GNMA,20190321
ARMS/HYBRIDS,102.2,99.6,101.8,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190321
ARMS/HYBRIDS,102.3,*,101.9,0,0,2ND QUARTILE PRICE,GNMA,20190321
ARMS/HYBRIDS,102.4,*,102.8,0,0,3RD QUARTILE PRICE,GNMA,20190321
ARMS/HYBRIDS,102.6,*,103,0,0,4TH QUARTILE PRICE,GNMA,20190321
ARMS/HYBRIDS,102.5,99.6,102.7,0,0,AVG. PRICE TOP 5 TRADES,GNMA,20190321
ARMS/HYBRIDS,0.4,0.4,0.6,0,0,STANDARD DEVIATION,GNMA,20190321
ARMS/HYBRIDS,1328.6,2067.4,8191,0,0,VOLUME OF TRADES (000'S),GNMA,20190321
ARMS/HYBRIDS,13,5,9,0,0,NUMBER OF TRADES,GNMA,20190321
ARMS/HYBRIDS,104.1,0,*,101.5,101,AVERAGE PRICE,FNMA,20190322
ARMS/HYBRIDS,104.3,0,*,100.9,101,WEIGHTED AVG. PRICE,FNMA,20190322
ARMS/HYBRIDS,103.3,0,*,100.8,100.5,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190322
ARMS/HYBRIDS,103.3,0,*,100.8,100.3,2ND QUARTILE PRICE,FNMA,20190322
ARMS/HYBRIDS,104.8,0,*,102.2,100.3,3RD QUARTILE PRICE,FNMA,20190322
ARMS/HYBRIDS,105,0,*,102.4,102.1,4TH QUARTILE PRICE,FNMA,20190322
ARMS/HYBRIDS,105,0,*,102.2,102.2,AVG. PRICE TOP 5 TRADES,FNMA,20190322
ARMS/HYBRIDS,0.9,0,*,0.9,1.1,STANDARD DEVIATION,FNMA,20190322
ARMS/HYBRIDS,9221.5,0,*,81954.4,63328.5,VOLUME OF TRADES (000'S),FNMA,20190322
ARMS/HYBRIDS,11,0,*,10,12,NUMBER OF TRADES,FNMA,20190322
ARMS/HYBRIDS,*,0,101.2,100.8,100.5,AVERAGE PRICE,FHLMC,20190322
ARMS/HYBRIDS,*,0,100.4,100.7,100.4,WEIGHTED AVG. PRICE,FHLMC,20190322
ARMS/HYBRIDS,*,0,101.2,100.8,100.3,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190322
ARMS/HYBRIDS,*,0,*,*,100.3,2ND QUARTILE PRICE,FHLMC,20190322
ARMS/HYBRIDS,*,0,*,*,100.4,3RD QUARTILE PRICE,FHLMC,20190322
ARMS/HYBRIDS,*,0,*,*,101.1,4TH QUARTILE PRICE,FHLMC,20190322
ARMS/HYBRIDS,*,0,101.2,100.8,100.6,AVG. PRICE TOP 5 TRADES,FHLMC,20190322
ARMS/HYBRIDS,*,0,1,1,0.4,STANDARD DEVIATION,FHLMC,20190322
ARMS/HYBRIDS,*,0,34679.5,40165.6,67584.4,VOLUME OF TRADES (000'S),FHLMC,20190322
ARMS/HYBRIDS,*,0,7,5,7,NUMBER OF TRADES,FHLMC,20190322
ARMS/HYBRIDS,*,0,*,0,0,AVERAGE PRICE,GNMA,20190322
ARMS/HYBRIDS,*,0,*,0,0,WEIGHTED AVG. PRICE,GNMA,20190322
ARMS/HYBRIDS,*,0,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190322
ARMS/HYBRIDS,*,0,*,0,0,2ND QUARTILE PRICE,GNMA,20190322
ARMS/HYBRIDS,*,0,*,0,0,3RD QUARTILE PRICE,GNMA,20190322
ARMS/HYBRIDS,*,0,*,0,0,4TH QUARTILE PRICE,GNMA,20190322
ARMS/HYBRIDS,*,0,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,20190322
ARMS/HYBRIDS,*,0,*,0,0,STANDARD DEVIATION,GNMA,20190322
ARMS/HYBRIDS,*,0,*,0,0,VOLUME OF TRADES (000'S),GNMA,20190322
ARMS/HYBRIDS,*,0,*,0,0,NUMBER OF TRADES,GNMA,20190322
ARMS/HYBRIDS,100.8,0,101.8,100.4,*,AVERAGE PRICE,FNMA,20190325
ARMS/HYBRIDS,103.4,0,101.9,101.1,*,WEIGHTED AVG. PRICE,FNMA,20190325
ARMS/HYBRIDS,97.5,0,101.4,99.9,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190325
ARMS/HYBRIDS,100,0,101.5,100.7,*,2ND QUARTILE PRICE,FNMA,20190325
ARMS/HYBRIDS,101.9,0,101.6,101,*,3RD QUARTILE PRICE,FNMA,20190325
ARMS/HYBRIDS,102.6,0,101.9,101.4,*,4TH QUARTILE PRICE,FNMA,20190325
ARMS/HYBRIDS,103.3,0,102.3,101.2,*,AVG. PRICE TOP 5 TRADES,FNMA,20190325
ARMS/HYBRIDS,2.6,0,1.2,1.3,*,STANDARD DEVIATION,FNMA,20190325
ARMS/HYBRIDS,1750.6,0,29805.4,12644.2,*,VOLUME OF TRADES (000'S),FNMA,20190325
ARMS/HYBRIDS,21,0,16,8,*,NUMBER OF TRADES,FNMA,20190325
ARMS/HYBRIDS,98.8,0,102.1,101.6,*,AVERAGE PRICE,FHLMC,20190325
ARMS/HYBRIDS,103.4,0,102.1,101.5,*,WEIGHTED AVG. PRICE,FHLMC,20190325
ARMS/HYBRIDS,90.9,0,101.9,101.1,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190325
ARMS/HYBRIDS,101,0,102.4,101.4,*,2ND QUARTILE PRICE,FHLMC,20190325
ARMS/HYBRIDS,102.6,0,102.4,101.8,*,3RD QUARTILE PRICE,FHLMC,20190325
ARMS/HYBRIDS,103.3,0,102.4,102.3,*,4TH QUARTILE PRICE,FHLMC,20190325
ARMS/HYBRIDS,103.6,0,102.5,102,*,AVG. PRICE TOP 5 TRADES,FHLMC,20190325
ARMS/HYBRIDS,12.1,0,1,1,*,STANDARD DEVIATION,FHLMC,20190325
ARMS/HYBRIDS,1283.4,0,14669.7,13499.5,*,VOLUME OF TRADES (000'S),FHLMC,20190325
ARMS/HYBRIDS,18,0,14,10,*,NUMBER OF TRADES,FHLMC,20190325
ARMS/HYBRIDS,100.2,*,102.5,0,0,AVERAGE PRICE,GNMA,20190325
ARMS/HYBRIDS,101.8,*,102.4,0,0,WEIGHTED AVG. PRICE,GNMA,20190325
ARMS/HYBRIDS,97.7,*,102.1,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190325
ARMS/HYBRIDS,98.6,*,102.1,0,0,2ND QUARTILE PRICE,GNMA,20190325
ARMS/HYBRIDS,101.8,*,102.4,0,0,3RD QUARTILE PRICE,GNMA,20190325
ARMS/HYBRIDS,101.9,*,103.3,0,0,4TH QUARTILE PRICE,GNMA,20190325
ARMS/HYBRIDS,101.6,*,102.8,0,0,AVG. PRICE TOP 5 TRADES,GNMA,20190325
ARMS/HYBRIDS,2.2,*,0.5,0,0,STANDARD DEVIATION,GNMA,20190325
ARMS/HYBRIDS,846.7,*,18864.6,0,0,VOLUME OF TRADES (000'S),GNMA,20190325
ARMS/HYBRIDS,14,*,11,0,0,NUMBER OF TRADES,GNMA,20190325
ARMS/HYBRIDS,102.3,0,101.1,101.2,101.1,AVERAGE PRICE,FNMA,20190326
ARMS/HYBRIDS,103.2,0,101.1,101.3,100.4,WEIGHTED AVG. PRICE,FNMA,20190326
ARMS/HYBRIDS,102,0,101.1,100,100.4,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190326
ARMS/HYBRIDS,102.5,0,*,100.3,99.9,2ND QUARTILE PRICE,FNMA,20190326
ARMS/HYBRIDS,102.5,0,*,102.2,102.4,3RD QUARTILE PRICE,FNMA,20190326
ARMS/HYBRIDS,102.7,0,*,102.9,103.2,4TH QUARTILE PRICE,FNMA,20190326
ARMS/HYBRIDS,102.7,0,101.1,102.3,101.7,AVG. PRICE TOP 5 TRADES,FNMA,20190326
ARMS/HYBRIDS,0.9,0,1.6,1.5,1.6,STANDARD DEVIATION,FNMA,20190326
ARMS/HYBRIDS,8837.3,0,4604.6,10898.2,64977.7,VOLUME OF TRADES (000'S),FNMA,20190326
ARMS/HYBRIDS,13,0,5,9,7,NUMBER OF TRADES,FNMA,20190326
ARMS/HYBRIDS,101.4,*,*,101.7,0,AVERAGE PRICE,FHLMC,20190326
ARMS/HYBRIDS,104.2,*,*,100.9,0,WEIGHTED AVG. PRICE,FHLMC,20190326
ARMS/HYBRIDS,98.6,*,*,100.7,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190326
ARMS/HYBRIDS,97,*,*,100.6,0,2ND QUARTILE PRICE,FHLMC,20190326
ARMS/HYBRIDS,102.5,*,*,100.6,0,3RD QUARTILE PRICE,FHLMC,20190326
ARMS/HYBRIDS,104,*,*,103,0,4TH QUARTILE PRICE,FHLMC,20190326
ARMS/HYBRIDS,105.1,*,*,102.1,0,AVG. PRICE TOP 5 TRADES,FHLMC,20190326
ARMS/HYBRIDS,3.5,*,*,2,0,STANDARD DEVIATION,FHLMC,20190326
ARMS/HYBRIDS,4154.1,*,*,28071.1,0,VOLUME OF TRADES (000'S),FHLMC,20190326
ARMS/HYBRIDS,29,*,*,8,0,NUMBER OF TRADES,FHLMC,20190326
ARMS/HYBRIDS,102.3,*,*,0,0,AVERAGE PRICE,GNMA,20190326
ARMS/HYBRIDS,102.7,*,*,0,0,WEIGHTED AVG. PRICE,GNMA,20190326
ARMS/HYBRIDS,102.3,*,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190326
ARMS/HYBRIDS,*,*,*,0,0,2ND QUARTILE PRICE,GNMA,20190326
ARMS/HYBRIDS,*,*,*,0,0,3RD QUARTILE PRICE,GNMA,20190326
ARMS/HYBRIDS,*,*,*,0,0,4TH QUARTILE PRICE,GNMA,20190326
ARMS/HYBRIDS,102.3,*,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,20190326
ARMS/HYBRIDS,0.9,*,*,0,0,STANDARD DEVIATION,GNMA,20190326
ARMS/HYBRIDS,3642.6,*,*,0,0,VOLUME OF TRADES (000'S),GNMA,20190326
ARMS/HYBRIDS,16,*,*,0,0,NUMBER OF TRADES,GNMA,20190326
ARMS/HYBRIDS,90,0,102,102.1,102,AVERAGE PRICE,FNMA,20190327
ARMS/HYBRIDS,103.8,0,102.7,101.7,101.7,WEIGHTED AVG. PRICE,FNMA,20190327
ARMS/HYBRIDS,83,0,101.6,100.8,102,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190327
ARMS/HYBRIDS,100,0,101.8,100.7,*,2ND QUARTILE PRICE,FNMA,20190327
ARMS/HYBRIDS,103.7,0,102.2,103.3,*,3RD QUARTILE PRICE,FNMA,20190327
ARMS/HYBRIDS,103.9,0,104.1,103.6,*,4TH QUARTILE PRICE,FNMA,20190327
ARMS/HYBRIDS,103.8,0,102.3,103,102,AVG. PRICE TOP 5 TRADES,FNMA,20190327
ARMS/HYBRIDS,24.1,0,1.2,1.4,1,STANDARD DEVIATION,FNMA,20190327
ARMS/HYBRIDS,24231.1,0,13983.2,77021.9,52355.7,VOLUME OF TRADES (000'S),FNMA,20190327
ARMS/HYBRIDS,12,0,6,11,6,NUMBER OF TRADES,FNMA,20190327
ARMS/HYBRIDS,103.3,0,101.3,101.2,0,AVERAGE PRICE,FHLMC,20190327
ARMS/HYBRIDS,104,0,103.3,102,0,WEIGHTED AVG. PRICE,FHLMC,20190327
